Query,AverageExecutionTime(ms),StdDevExecutionTime(ms),AverageElapsedTime(ms),AverageCompileTime(ms),AverageQueueWaitTime(ms),AverageResultCount,AverageResultSize,AverageProcessedObjects,AverageBufferCacheHitRatio,AverageBufferCachePageReadCount,realquery,size(gb),type,groupmemory(MB),groupbyattribute,aggregate,nc,dp
"use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundred;",10862.7699449,397.6414346306805,10862.9528164,3.8170344,0.0,100.0,4023.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select hundred, sum(hundred) as sum from wiscondefopen16gb  group by wiscondefopen16gb.hundred;",16,hash,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",17422.320866399998,262.0923452362583,17422.5089547,3.992791900000001,0.0,1000.0,41270.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",16,sort,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",10723.9812158,358.7460537997027,10724.2243348,5.906152799999999,0.1,1000.0,41270.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.kgroups;",16,opt,32,kgroups,sum,2,1
"use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.kgroups;",10910.1583444,384.78760143234007,10910.3382426,3.9203883,0.0,1000.0,41270.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select kgroups, sum(kgroups) as sum from wiscondefopen16gb  group by wiscondefopen16gb.kgroups;",16,hash,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",18832.268057599995,295.0579313945119,18832.5057729,5.3534734,0.0,100000.0,5027380.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",16,sort,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",11767.522058,325.96328705621056,11767.8665232,4.3914288,0.1,100000.0,5027380.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb group by wiscondefopen16gb.hundredkgroups;",16,opt,32,hundredkgroups,sum,2,1
"use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb /*+ hash */ group by wiscondefopen16gb.hundredkgroups;",12955.1837597,316.05454433882824,12955.3830996,4.2390234,0.1,100000.0,5027380.0,18083796.0,0.0,190404.0,"use wisconopen16gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen16gb  group by wiscondefopen16gb.hundredkgroups;",16,hash,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundred;",33729.3575378,381.63407652885314,33729.5453762,4.2878781,0.0,100.0,4054.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundred;",32,sort,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundred;",20825.4363472,433.1730309135835,20825.623765400003,4.2229946,0.0,100.0,4054.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundred;",32,opt,32,hundred,sum,2,1
"use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundred;",21579.8008221,643.0558254925977,21580.0223776,4.9915794,0.0,100.0,4054.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select hundred, sum(hundred) as sum from wiscondefopen32gb  group by wiscondefopen32gb.hundred;",32,hash,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select kgroups, sum(kgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",34723.6380309,755.8043690780387,34723.79301849999,3.7315615,0.0,1000.0,41578.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select kgroups, sum(kgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",32,sort,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select kgroups, sum(kgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",20844.8955537,494.0236711325855,20845.1007475,4.687270399999999,0.1,1000.0,41578.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select kgroups, sum(kgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.kgroups;",32,opt,32,kgroups,sum,2,1
"use wisconopen32gb; select kgroups, sum(kgroups) as sum from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.kgroups;",21736.7247105,371.147840409837,21736.9327878,4.4329588,0.0,1000.0,41578.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select kgroups, sum(kgroups) as sum from wiscondefopen32gb  group by wiscondefopen32gb.kgroups;",32,hash,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen32gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundredkgroups;",37455.495319,734.9301060177665,37455.7474587,6.4873936,0.0,100000.0,5058145.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundredkgroups;",32,sort,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen32gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundredkgroups;",23204.5936537,639.8260126089409,23204.8467796,4.7514214,0.1,100000.0,5058145.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen32gb group by wiscondefopen32gb.hundredkgroups;",32,opt,32,hundredkgroups,sum,2,1
"use wisconopen32gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen32gb /*+ hash */ group by wiscondefopen32gb.hundredkgroups;",25502.2571575,570.0228406647354,25502.492406,6.3168853,0.0,100000.0,5058145.0,36168131.0,0.0,380800.0,"use wisconopen32gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen32gb  group by wiscondefopen32gb.hundredkgroups;",32,hash,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select hundred, sum(hundred) as sum from wiscondefopen64gb group by wiscondefopen64gb.hundred;",67726.38425819999,912.224302480084,67726.6180607,5.550088199999999,0.1,100.0,4069.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select hundred, sum(hundred) as sum from wiscondefopen64gb group by wiscondefopen64gb.hundred;",64,sort,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select hundred, sum(hundred) as sum from wiscondefopen64gb group by wiscondefopen64gb.hundred;",44593.6677986,615.9788722675765,44593.7851885,2.245916,0.0,100.0,4069.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select hundred, sum(hundred) as sum from wiscondefopen64gb group by wiscondefopen64gb.hundred;",64,opt,32,hundred,sum,2,1
"use wisconopen64gb; select hundred, sum(hundred) as sum from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.hundred;",46089.2754057,507.305773017397,46089.396498,2.2863752,0.1,100.0,4069.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select hundred, sum(hundred) as sum from wiscondefopen64gb  group by wiscondefopen64gb.hundred;",64,hash,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select kgroups, sum(kgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.kgroups;",69011.19934040001,753.6238361755595,69011.4133588,4.8900863,0.2,1000.0,41732.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select kgroups, sum(kgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.kgroups;",64,sort,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select kgroups, sum(kgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.kgroups;",41348.1845656,536.2188512931599,41348.3982684,5.149034600000001,0.0,1000.0,41732.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select kgroups, sum(kgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.kgroups;",64,opt,32,kgroups,sum,2,1
"use wisconopen64gb; select kgroups, sum(kgroups) as sum from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.kgroups;",43131.4358363,718.0191480487766,43131.6023905,3.5265347,0.0,1000.0,41732.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select kgroups, sum(kgroups) as sum from wiscondefopen64gb  group by wiscondefopen64gb.kgroups;",64,hash,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.hundredkgroups;",74791.8887459,1079.2398103767046,74792.0722795,4.612074600000001,0.0,100000.0,5073510.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.hundredkgroups;",64,sort,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen64gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.hundredkgroups;",45984.0218976,665.6802477168252,45984.2079043,4.286785999999999,0.1,100000.0,5073510.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen64gb group by wiscondefopen64gb.hundredkgroups;",64,opt,32,hundredkgroups,sum,2,1
"use wisconopen64gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen64gb /*+ hash */ group by wiscondefopen64gb.hundredkgroups;",50297.4552431,1092.183431265237,50297.6454944,5.9387718,0.0,100000.0,5073510.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen64gb  group by wiscondefopen64gb.hundredkgroups;",64,hash,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select hundred, sum(hundred) as sum from wiscondefopen4gb group by wiscondefopen4gb.hundred;",4349.0322658000005,252.24142382946383,4349.242998299999,5.066397,0.3,100.0,3960.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select hundred, sum(hundred) as sum from wiscondefopen4gb group by wiscondefopen4gb.hundred;",4,sort,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select hundred, sum(hundred) as sum from wiscondefopen4gb group by wiscondefopen4gb.hundred;",2706.4635257,122.01358624886144,2706.658304,4.61246,0.0,100.0,3960.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select hundred, sum(hundred) as sum from wiscondefopen4gb group by wiscondefopen4gb.hundred;",4,opt,32,hundred,sum,2,1
"use wisconopen4gb; select hundred, sum(hundred) as sum from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.hundred;",2799.9319251,120.20924569043646,2800.1300758,4.2728617,0.1,100.0,3960.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select hundred, sum(hundred) as sum from wiscondefopen4gb  group by wiscondefopen4gb.hundred;",4,hash,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select kgroups, sum(kgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.kgroups;",4418.991367299999,238.116179128827,4419.1762758,4.2815894,0.1,1000.0,40640.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select kgroups, sum(kgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.kgroups;",4,sort,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select kgroups, sum(kgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.kgroups;",2745.8519978,123.5304867347246,2746.0618304,4.983259,0.0,1000.0,40640.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select kgroups, sum(kgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.kgroups;",4,opt,32,kgroups,sum,2,1
"use wisconopen4gb; select kgroups, sum(kgroups) as sum from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.kgroups;",2793.8802025000005,96.1322255550061,2794.0571252,3.830086200000001,0.0,1000.0,40640.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select kgroups, sum(kgroups) as sum from wiscondefopen4gb  group by wiscondefopen4gb.kgroups;",4,hash,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen4gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.hundredkgroups;",4955.7616744,111.09135745714366,4955.972440899999,6.7139978,0.0,100000.0,4964125.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.hundredkgroups;",4,sort,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen4gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.hundredkgroups;",3286.6167589000006,193.0607014817545,3286.8173928999995,4.664594599999999,0.1,100000.0,4964125.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen4gb group by wiscondefopen4gb.hundredkgroups;",4,opt,32,hundredkgroups,sum,2,1
"use wisconopen4gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen4gb /*+ hash */ group by wiscondefopen4gb.hundredkgroups;",3445.9045571,98.06557205903964,3446.1074442,4.581512200000001,0.0,100000.0,4964125.0,4520789.0,0.0,47604.0,"use wisconopen4gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen4gb  group by wiscondefopen4gb.hundredkgroups;",4,hash,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select hundred, sum(hundred) as sum from wiscondefopen8gb group by wiscondefopen8gb.hundred;",8611.906534099999,200.33754558775087,8612.1478953,5.6248597,0.0,100.0,3972.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select hundred, sum(hundred) as sum from wiscondefopen8gb group by wiscondefopen8gb.hundred;",8,sort,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select hundred, sum(hundred) as sum from wiscondefopen8gb group by wiscondefopen8gb.hundred;",5295.7697196,193.44128143737157,5295.974831300001,4.817457300000001,0.0,100.0,3972.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select hundred, sum(hundred) as sum from wiscondefopen8gb group by wiscondefopen8gb.hundred;",8,opt,32,hundred,sum,2,1
"use wisconopen8gb; select hundred, sum(hundred) as sum from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.hundred;",5445.1897875,168.71510711567998,5445.4141744,4.807572100000001,0.1,100.0,3972.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select hundred, sum(hundred) as sum from wiscondefopen8gb  group by wiscondefopen8gb.hundred;",8,hash,32,hundred,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select kgroups, sum(kgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.kgroups;",8873.0991975,182.64523636108632,8873.3074581,4.964912600000001,0.0,1000.0,40762.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select kgroups, sum(kgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.kgroups;",8,sort,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select kgroups, sum(kgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.kgroups;",5323.8244293,198.9920538336738,5324.0333907,4.9974914,0.0,1000.0,40762.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select kgroups, sum(kgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.kgroups;",8,opt,32,kgroups,sum,2,1
"use wisconopen8gb; select kgroups, sum(kgroups) as sum from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.kgroups;",5490.7094186,155.8821215938947,5490.944685799999,5.329163100000001,0.0,1000.0,40762.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select kgroups, sum(kgroups) as sum from wiscondefopen8gb  group by wiscondefopen8gb.kgroups;",8,hash,32,kgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen8gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.hundredkgroups;",9688.0678828,221.8248810497735,9688.2828748,5.2185205,0.0,100000.0,4976586.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.hundredkgroups;",8,sort,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'true';use wisconopen8gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.hundredkgroups;",6130.539555199999,132.30476165551224,6130.7552934,4.2459468,0.0,100000.0,4976586.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen8gb group by wiscondefopen8gb.hundredkgroups;",8,opt,32,hundredkgroups,sum,2,1
"use wisconopen8gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen8gb /*+ hash */ group by wiscondefopen8gb.hundredkgroups;",6526.9374096,173.9262038227795,6527.1945077,5.3555188000000005,0.0,100000.0,4976586.0,9041708.0,0.0,95203.0,"use wisconopen8gb; select hundredkgroups, sum(hundredkgroups) as sum from wiscondefopen8gb  group by wiscondefopen8gb.hundredkgroups;",8,hash,32,hundredkgroups,sum,2,1
"set `compiler.optimize.groupby` 'false';use wisconopen64gb; select ten, count(ten) as count from wiscondefopen64gb group by wiscondefopen64gb.ten;",61975.4680082,672.3069924341604,61976.3312407,12.0589922,0.0,10.0,370.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select ten, count(ten) as count from wiscondefopen64gb group by wiscondefopen64gb.ten;",64,sort,32,ten,count,2,1
"set `compiler.optimize.groupby` 'false';set `compiler.groupmemory` '64mb';use wisconopen64gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",59750.93835550001,498.9404190770943,59751.4918187,8.0979129,0.0,10000.0,438890.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",64,sort,64,tenkgroups,count,2,1
"set `compiler.optimize.groupby` 'true';set `compiler.groupmemory` '64mb';use wisconopen64gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",41347.3666233,352.0031011247758,41348.2142374,9.9959163,0.2,10000.0,438890.0,72335919.0,0.0,761601.0,"use wisconopen64gb; select tenkgroups, count(tenkgroups) as count from wiscondefopen64gb group by wiscondefopen64gb.tenkgroups;",64,opt,64,tenkgroups,count,2,1
